slovo,$F-Factor-1,$F-Factor-2,$F-Factor-3,$F-Factor-4,$F-Factor-5
"E",-0.036474,0.005837,0.893323,-0.047881,0.265799
"E",-0.827426,0.578211,0.995607,0.228898,-0.073824
"N",1.125563,0.578114,0.179577,-0.785287,0.768520
"T",-1.055941,1.488777,0.648094,-0.010325,0.483496
"Y",-0.938685,1.075652,-1.487667,-0.564647,0.529654
"Q",1.677415,0.198027,-0.826849,0.697553,-0.397775
"U",1.805290,-0.664054,-0.532289,0.616134,2.249945
"H",-0.871130,-0.306171,-2.075935,-0.007465,0.441269
"J",-0.457577,-2.066829,1.224909,-1.482318,2.547957
"D",-1.133801,-0.929985,0.484772,-1.651696,-0.386382
"G",-1.321506,-0.313674,-0.058857,0.612458,0.270071
"V",1.506640,-0.221283,-0.888529,0.071207,-1.110882
"U",-1.203753,0.471152,-0.416510,0.475511,0.005724
"U",1.339217,0.787505,-0.209220,1.391604,1.073137
"Z",-0.713059,-0.392636,2.382750,1.472834,-1.735348
"G",-1.349911,-0.445348,-0.136559,0.409290,-0.015953
"L",0.347751,-1.430071,1.466517,0.242539,1.009631
"D",-0.162880,-0.374803,0.595310,-1.398822,-0.187036
"J",0.540370,-0.133821,0.120434,-1.420192,-1.091797
"K",0.137371,-0.837403,-0.860832,-0.279646,-0.928487
"A",0.079869,-2.217607,0.617928,-1.566538,1.272700
"L",-0.905145,-1.081354,-0.559571,1.513803,-0.435620
"X",0.679412,-0.657980,0.076744,0.588966,-1.354273
"Q",0.262619,-1.223219,0.630121,-0.636033,-0.588384
"F",-0.668513,1.817695,0.460355,0.069232,0.814050
"W",-1.039123,1.259998,-1.378207,-0.945667,-0.171123
"K",1.007776,0.445359,1.055693,0.450695,0.812876
"P",-0.081336,1.374690,-0.557256,-0.565976,-0.516155
"V",0.155159,1.534555,-0.333065,-0.756211,-0.302801
"L",1.093149,-1.592909,1.437069,0.072951,2.443379
"A",-0.496109,-1.074047,-0.261345,-1.080759,0.792112
"B",-0.661192,-0.692878,-0.488388,1.190152,-1.675082
"S",0.227695,-1.469702,0.685422,-0.572458,0.459762
"I",0.350944,-0.985735,0.823737,-1.080326,0.293720
"B",-1.906371,-0.445284,-0.516069,0.023811,-1.684137
"F",0.392245,1.831331,-0.186889,-1.160070,0.225666
"I",-0.398491,0.014870,-0.053950,0.504843,-1.679629
"M",1.118563,-0.703200,-1.446448,-0.269865,0.965626
"K",-1.259856,-0.434676,-0.081928,1.163419,-0.268476
"C",-1.497775,-0.252124,-0.030500,1.632295,0.442327
"H",0.108912,-0.437628,0.812770,-0.812079,-0.161624
"S",-0.530087,-0.626370,-0.275004,0.340996,-2.018637
"B",0.181120,-0.744679,-0.226617,1.593872,-1.447508
"O",-1.457356,-0.381432,-0.329178,-0.516759,-0.095631
"M",2.545676,0.227791,-0.816764,0.532533,2.108957
"I",-1.350976,-0.214453,0.077244,0.015046,0.971112
"W",2.487280,-0.582545,-1.819871,0.896537,-2.023303
"U",-0.697544,0.508371,-1.732113,0.927832,1.556618
"Y",-0.573311,2.313094,1.038790,-0.178751,-0.216365
"A",0.175589,-2.016163,0.625564,-1.448455,1.281673
"P",-1.138503,0.788620,0.611529,-2.039762,-1.121022
"B",0.296334,-0.112989,0.220513,-0.504574,-0.891951
"O",-0.103491,-0.501971,-0.217890,0.045163,0.837027
"Y",-0.187321,2.407595,0.808940,0.537985,0.266732
"I",0.157920,-0.177311,0.058264,0.250856,-1.285834
"R",-0.090001,-0.644764,-0.948088,1.030227,-0.404330
"N",0.972864,-0.003702,0.540424,-2.359410,-0.337101
"B",-0.291720,-0.599794,-0.338408,0.871011,-1.188471
"Q",1.760742,-1.516377,1.369913,0.682861,1.006837
"H",1.421075,-0.326165,-0.185306,-0.021106,0.047128
"J",-1.251983,-1.014198,1.471312,-1.600170,0.321939
"W",-0.049548,0.620804,-1.933756,-1.012400,0.647684
"Y",0.276484,2.613185,1.848939,0.129317,0.751474
"F",0.042574,2.063176,1.150805,0.190856,0.038201
"A",0.103836,-1.285948,-0.077974,-0.889799,0.591993
"X",-1.940959,-0.323067,-0.448222,-0.422937,-0.626865
"Z",0.839093,0.473115,2.023130,0.346984,-0.071890
"H",-0.635115,-0.433893,-1.934793,0.047625,0.792721
"K",1.813516,-0.691032,0.554658,-0.300643,0.219677
"J",0.551854,-0.438866,0.144356,0.446328,-1.479550
"N",-0.852071,0.487098,-0.198809,-1.125136,0.318748
"W",1.144675,-1.173186,-1.516877,0.151283,-0.023179
"U",-0.456338,0.707011,0.123577,0.858849,0.694367
"Y",-0.973156,1.349399,-1.285589,-0.314083,0.372044
"Q",0.294804,-0.144338,-0.594530,0.874173,0.369502
"V",-1.190382,2.171469,-0.409857,-0.446874,0.119250
"D",1.198678,-1.070840,0.533504,-0.762524,-0.170004
"V",-0.492655,1.223206,-0.835430,-0.160028,1.214809
"R",0.066552,-0.441478,-0.490154,1.081664,-0.303307
"L",-2.249473,-1.073835,-0.789056,0.547039,-1.052349
"V",0.403455,1.356516,-0.704535,0.203251,0.427752
"F",0.680528,1.397402,1.420595,-0.912116,0.311962
"B",1.371580,-0.073534,-0.363731,-0.019459,-1.507151
"R",-0.572366,-0.591636,-0.914209,0.687588,-0.580460
"J",-0.449351,-0.359335,0.003187,-0.617911,-0.441531
"V",-0.574871,1.296057,-1.207418,-0.084634,1.282112
"Y",1.921930,1.063996,-0.317580,0.014909,-1.152088
"M",1.994482,-0.692234,-0.106318,-1.877099,0.531091
"X",-0.839835,-0.403602,0.668141,0.696459,-1.503354
"S",-0.085280,-0.437536,0.760480,1.407194,-1.742504
"K",-1.037068,-0.278342,0.666352,-1.075433,-0.002658
"T",-0.465674,1.632472,0.521400,0.660038,0.316024
"H",-0.454054,0.148205,0.503444,-0.625731,-0.038088
"L",-0.418863,-0.942370,-0.049188,1.694093,0.338567
"J",-0.407440,-0.827734,2.146851,-1.340558,0.718889
"D",-1.616022,-0.146298,-0.520469,0.520061,-1.156773
"B",-1.226753,-0.516166,-0.304198,-0.405092,-1.492012
"N",1.116443,-0.001840,0.591401,-2.285156,-0.213399
"R",2.192691,-0.106586,-0.907170,0.399201,-1.527382
"M",3.028523,0.365769,-1.088930,1.779800,1.515620
"Z",-0.537982,-0.412683,2.356074,1.618519,-1.502789
"R",1.595667,0.301289,-0.286845,-0.014738,-1.179876
"K",0.398890,-0.320897,-1.295244,1.617513,2.031525
"W",1.089439,1.548198,-1.461838,-0.684287,-0.203512
"P",-0.650523,0.866757,0.631950,-1.613574,-0.881604
"E",-0.052684,-0.624188,0.340133,1.341388,-0.242077
"E",0.860215,-0.625011,0.529821,0.259719,0.097540
"Y",-1.163669,1.149491,-1.072117,0.033477,-0.121361
"J",-0.148602,-1.101756,1.629304,-1.634118,0.903305
"L",-0.650794,-0.664437,1.301086,0.900449,-0.643389
"I",-1.413728,-0.244511,0.934104,0.129566,-0.426236
"I",-1.520429,0.059822,1.747684,-0.845858,0.756846
"M",0.795854,-2.423730,0.341776,-2.374267,2.242604
"V",-1.005101,1.406769,-0.819332,-0.239633,0.294135
"P",1.245982,1.028404,0.817287,-1.466360,-0.343647
"H",1.205464,-0.299204,-0.340157,0.417608,-0.161667
"R",1.727682,-1.297787,0.056950,0.368201,0.743337
"X",0.799563,0.159970,-0.040534,0.182921,-2.442100
"P",-0.059288,-0.410685,-1.230424,-0.979487,-0.713445
"V",0.003766,1.336719,-0.943143,0.075150,1.334653
"N",-0.563271,-0.043678,-2.296728,-0.585852,0.567551
"O",-1.003518,-0.434451,-0.580597,-0.029091,-0.415519
"G",0.944136,-0.005398,0.303838,1.492841,0.937558
"T",-0.594651,2.470652,0.885819,-0.741496,-0.480975
"R",1.471336,0.155786,-0.012124,0.114562,-0.217996
"W",-0.189882,0.301158,-2.074527,-1.192471,0.489404
"U",0.378339,-0.364241,-0.503091,-0.077245,1.035583
"L",0.735896,-0.644088,0.454131,0.584173,1.865190
"S",0.775929,-0.374229,0.836878,-1.315845,1.845601
"Q",0.954052,-0.828213,-1.425187,1.060353,-0.177323
"M",-0.606951,-0.546389,-1.593198,-0.858772,-0.224141
"F",-1.219699,1.510885,0.230850,-0.532463,-0.978605
"V",-0.177333,2.132532,-0.013048,0.756364,1.596276
"V",-0.320790,1.990225,-0.379953,0.483728,1.209078
"F",-0.411547,2.190702,0.434418,0.237756,1.197284
"M",0.952483,-0.946714,-1.021105,0.486651,1.491609
"I",-0.516133,0.150512,1.777509,-0.796463,1.369267
"P",-0.723798,1.276515,-0.521722,-0.343029,-0.938845
"U",-0.791424,0.630782,-0.232562,0.819809,0.312406
"B",-0.740728,-0.432745,-0.163711,-0.043214,-1.470173
"Q",0.830628,-0.603616,-0.483983,0.345496,-0.243858
"H",0.089724,-0.263738,-2.033959,0.032748,1.178986
"X",-0.432259,-0.272998,-0.167336,-0.042033,0.071633
"M",0.549200,-0.322103,-1.041933,-1.544761,-0.517366
"J",-0.739380,-0.025496,1.895152,-0.367598,2.165794
"V",0.681321,1.494238,-0.620299,-0.374729,-0.127477
"B",-1.179428,-0.331787,-0.280902,-0.282751,-1.971601
"T",-0.061265,2.743334,0.822659,-0.550721,-0.016030
"U",1.292379,1.252500,0.602483,1.027468,1.514901
"D",0.134301,0.179709,0.405992,-0.896434,-0.776051
"Y",-0.159012,1.624366,-0.009843,-0.072951,0.946011
"O",-1.499613,-0.481027,-0.778692,-0.172027,-0.442385
"O",-1.651619,-0.522357,-0.651296,0.063718,-0.534726
"K",-0.546073,-0.487148,-1.636086,1.192811,1.334700
"W",1.628100,0.479611,-1.218249,-1.237857,0.017239
"A",0.755247,-1.351146,0.487483,-0.952478,0.681338
"O",1.044509,0.849329,-0.453887,0.730365,0.591478
"S",1.260565,-1.144167,-0.337890,0.551561,-1.809463
"T",-0.024204,2.308180,0.959031,-0.667553,-0.750435
"S",-0.399324,-0.542955,-0.108775,0.143620,-1.831118
"X",-0.704603,0.050927,1.281614,-0.432390,-0.063607
"T",-0.780550,1.762775,0.827530,0.204411,0.832818
"U",0.864514,-0.009200,-0.430980,0.716823,-0.233307
"Y",-0.209410,1.873556,0.831205,-0.227717,-0.604001
"V",-1.188767,2.225375,-0.379158,-0.334478,0.148984
"D",-0.889360,-0.491746,0.597683,-1.193338,-0.560683
"H",1.089727,-0.287551,-0.048407,0.773242,0.221046
"B",1.018812,0.115246,-0.926778,-0.671541,-1.824206
"S",0.633439,0.422519,1.463209,0.078356,0.262495
"O",-1.159433,-0.471983,-0.750445,-0.138479,-0.387867
"O",0.912545,0.052898,0.049220,0.889698,0.028440
"J",-1.141343,-2.008104,-0.066761,-0.617459,3.187486
"P",0.057785,0.312906,-1.301314,-1.215642,-0.991095
"O",0.192131,-0.518161,-1.584435,-1.034321,0.095610
"I",-0.647121,0.261769,1.953227,-0.830373,1.160683
"Z",0.660517,-0.425293,1.362313,1.128095,-1.760510
"W",0.259631,0.373904,-1.661144,-1.594284,-0.382454
"F",-1.197625,2.198079,0.483708,0.446845,0.658212
"H",0.596448,-0.140966,0.549176,-0.618853,0.247862
"D",-1.032319,-0.573814,0.496999,-1.500089,-0.248550
"B",-1.377939,-0.786517,-0.774169,0.693868,-1.709342
"K",-2.212960,-0.513094,-1.154020,0.627946,0.148379
"T",0.120028,1.912567,1.381417,1.013938,0.794698
"N",-0.410199,-0.438811,-2.438250,0.364020,0.956414
"F",-1.314418,1.826211,0.809486,1.046367,1.225052
"A",-0.293045,-1.287467,-0.378812,-1.174589,0.660542
"V",1.185496,2.239583,-0.470776,0.017812,0.831149
"F",1.187469,1.909682,1.599880,-1.174199,0.075400
"Y",-1.793354,1.612475,-1.255567,-0.460363,0.326050
"R",0.135341,-1.011186,0.776240,-1.116593,-0.328469
"Q",1.050658,-0.403494,-0.690661,0.425910,0.557825
"M",1.381702,-1.277882,-0.160540,-1.932502,0.492863
"P",-1.012425,1.498622,0.621333,-0.495126,-0.944051
"K",-0.295861,-0.455880,0.102349,1.013141,-0.510399
"Y",1.488457,1.021017,-0.776795,-0.757977,-2.173519
"D",0.276913,-0.357350,0.369205,0.099708,-1.084289
"R",-0.382058,-0.428199,-0.850254,1.056857,-0.682634
"B",0.186534,-0.777952,0.760719,-1.092090,-0.579063
"T",0.266821,0.342057,-0.172133,1.187079,-0.287594
"W",1.152797,0.401862,-1.581850,-0.855534,1.451915
"K",1.322702,-1.025252,-0.541144,0.173942,-1.156975
"G",2.023879,-0.769046,0.393896,-0.967117,0.592165
"P",-0.677606,1.316252,-0.550757,-0.369923,-0.650544
"C",-2.091483,-0.904889,0.160361,2.263151,0.304322
"S",0.832966,-1.228610,1.398248,-0.062639,0.326942
"J",0.288759,-0.503886,0.852881,0.302368,3.700196
"P",1.131789,1.087273,-0.306130,-1.088584,-1.047268
"X",-0.754590,-0.403574,0.685431,0.755229,-1.450049
"L",1.651387,-1.073047,0.479265,-0.061411,1.449802
"B",0.143307,-0.700575,-0.222171,1.691104,-1.729206
"E",-0.296348,-0.574730,1.312684,-0.176681,-0.340054
"H",-0.643932,-0.354147,-2.177872,0.285384,0.773366
"T",-0.782099,2.113437,0.869308,-1.053703,-1.224914
"P",-1.667009,0.818016,-0.897763,-0.779725,-1.253061
"S",-1.059090,0.487907,0.898542,-0.211299,-0.551112
"N",-1.776850,-0.455598,-2.581486,-0.297558,0.077516
"P",-0.209648,1.319166,-0.520099,-0.078677,-0.977114
"D",-0.381532,-0.470287,0.424368,-1.079352,-0.834166
"T",-1.169042,1.577544,0.698075,0.120421,0.578216
"B",-0.954994,-0.709660,0.644892,-1.182818,-0.237758
"Y",-0.595440,1.575046,-0.661779,-0.229158,0.746456
"J",-0.075885,-2.091672,1.574629,-2.337125,1.901168
"A",0.309140,-2.263695,0.342352,-1.741302,1.265887
"J",-0.519689,-0.684154,1.919359,-1.662520,1.415322
"S",-1.011824,-0.291527,0.826274,0.348074,-2.731321
"E",-0.264533,-0.310280,1.322625,3.710733,0.571285
"I",-2.351615,-0.256360,-0.293756,-0.412538,0.070025
"H",0.993893,-0.202878,-0.371673,0.218806,-0.241603
"G",-0.060547,-1.185050,-0.051184,2.011684,-0.251768
"Z",-1.075396,-0.272232,0.513018,1.322211,-1.783980
"Y",-0.390060,0.998953,-0.200969,0.477614,-0.598529
"H",-0.009419,-0.655750,-0.459054,-0.177392,-0.738363
"B",0.578035,-0.858397,-0.059832,0.319913,-1.529704
"A",0.454715,-2.229259,0.064726,-1.318380,1.430614
"B",1.013326,-0.896829,0.157059,-0.675771,-0.432214
"M",1.495833,-0.453037,-1.002396,-1.073143,0.266215
"P",-0.151868,0.825663,-0.438864,0.219585,-0.506211
"W",1.333899,1.738966,-1.104752,-0.070680,0.597301
"S",-1.120066,0.458997,1.281822,-0.302048,-0.128719
"J",-0.229707,-2.009410,0.493035,-0.506254,3.875218
"N",1.673509,0.191316,0.557851,-1.459295,2.205263
"I",-2.495194,-0.258221,-0.344734,-0.486791,-0.053677
"P",1.923377,0.439956,-1.468632,-1.052423,-1.346860
"G",-1.285920,-0.416358,-0.130751,0.671639,0.255916
"E",0.704810,1.453174,1.246706,0.979876,0.519396
"Q",1.175193,-0.409081,-0.396131,0.790709,0.338129
"R",-0.244942,-0.535277,-0.660774,1.281945,-0.312100
"K",-1.260613,-0.546852,-0.201361,1.226882,-0.493760
"Y",0.527680,0.848491,-0.795916,-0.684589,-1.715756
"P",0.450855,0.957879,-1.051286,-1.035915,-0.992200
"G",0.388454,-0.585410,-0.691023,-1.212762,-0.727155
"G",0.441336,-0.526017,-1.073011,0.677612,-0.385143
"P",1.401788,-0.317904,-0.452256,0.907331,-0.553132
"L",1.463731,-1.039970,0.926191,0.008121,1.801330
"J",-1.591233,-0.801697,1.310278,-1.315357,0.771789
"Y",-0.155761,1.465762,-0.336284,-0.030748,0.868411
"D",1.628233,-0.139863,-0.221834,-0.681275,-1.078338
"M",1.662005,-0.342385,-0.417574,-1.186573,1.020534
"G",-1.509889,-1.348819,-0.227516,0.863267,-0.589249
"U",0.262503,-0.048036,-1.177958,1.827036,-0.029360
"I",-1.804208,-0.247108,-0.073446,-0.158809,0.581926
"I",0.280942,-0.369381,2.074386,-0.443249,1.541068
"B",1.044721,-0.819849,0.001636,1.885620,-1.391983
"Q",-1.363136,-0.128183,-0.898352,0.028068,-0.247850
"J",-0.864869,-2.115543,0.373312,-0.983761,3.121208
"B",0.596366,-0.671258,0.077405,1.718932,-1.160121
"A",-0.113998,0.624005,-0.526093,-0.860929,-1.112177
"S",-0.759319,0.043261,1.203348,-0.659405,-0.806073
"U",-0.548497,0.187077,-2.093432,1.172575,1.193602
"E",-1.036902,-0.081917,0.970729,-0.183057,-0.004298
"R",-0.350429,-1.111464,-0.531626,1.208052,-0.047469
"L",-1.134189,-1.165196,-0.582780,1.076200,-0.593158
"N",-0.448875,-0.449140,-2.604803,0.362569,0.888425
"B",2.010356,0.227508,-0.569573,0.198790,-1.657109
"K",1.602197,-0.787605,-0.570532,-0.107997,-0.709990
"X",0.919178,-0.243178,0.258243,0.413052,-1.005058
"P",0.099791,1.073941,0.214409,-1.417958,0.112979
"I",-1.350976,-0.214453,0.077244,0.015046,0.971112
"G",1.638581,-0.255159,0.167555,-0.094433,0.014428
"A",0.462781,-2.164310,0.692306,-1.478216,1.042366
"K",-0.248657,-0.886023,0.899916,-0.619459,0.063294
"B",1.102819,-0.874603,-0.020865,1.049342,-1.455745
"Y",-0.300299,1.486095,0.390393,1.111545,0.709099
"N",-0.866379,0.876122,-0.523653,-0.814875,0.612997
"Y",-0.954122,1.853002,-0.928219,0.147565,0.856739
"O",1.201167,-0.324112,0.025353,-0.200851,0.293040
"E",1.531014,0.347426,1.293319,0.530163,0.361920
"U",0.589268,1.512442,0.268689,0.983404,1.844948
"U",0.595447,1.267070,0.614092,0.932783,1.299491
"X",-0.335553,-0.430688,1.553766,-0.845864,-0.440179
"D",-2.049140,-0.212463,-0.648485,-0.189715,-1.062239
"D",-1.265470,0.075806,-0.174272,-0.738679,-1.533712
"S",-0.235657,-0.153507,1.576625,-0.322412,-0.497153
"K",0.003555,0.567719,0.951834,0.539919,0.420621
"I",-1.099658,-0.185494,0.143268,0.099162,1.166199
"F",0.210591,-0.062253,-0.097385,-0.079426,-1.954209
"A",-1.589557,-1.332439,-0.298676,-1.468299,-0.152305
"R",0.093092,0.187055,-0.477383,-0.233863,-1.131999
"P",-0.866364,0.954565,0.026953,-0.930134,-1.562487
"Y",-0.756041,1.215908,-0.028126,0.314453,-0.236555
"V",0.105143,1.095950,-0.624133,0.057862,0.157540
"M",0.877689,-0.297753,-2.533195,-0.053528,2.007697
"K",0.398689,-0.638162,0.240357,1.026348,-0.312891
"F",0.836456,0.153944,0.301381,-1.726917,-0.910998
"X",0.910922,-0.404106,1.128485,-0.875615,0.240693
"H",0.540050,-0.344653,-0.247098,0.503134,0.079305
"L",-0.398843,-0.997950,-0.394807,1.431367,-0.057493
"H",1.029908,-1.252228,0.732489,-1.309839,0.175351
"J",1.401299,-0.466928,0.233735,-1.606612,-1.146553
"R",-1.182563,-0.508538,-0.261686,0.055636,-0.723721
"G",-1.723653,-0.441163,-0.634627,0.534674,-0.470326
"F",1.121764,1.761944,-0.006061,-1.269043,-0.417337
"D",0.333107,-2.021076,0.649149,-1.600516,1.627749
"K",1.527343,0.898081,0.753566,0.912251,2.108693
"L",-0.218198,-1.340278,1.392774,0.814160,0.439469
"P",-0.135840,0.539411,-0.647011,0.386565,-1.031927
"A",-1.290318,-1.496088,-0.452147,-1.509114,0.111759
"I",0.798343,-0.069816,1.237047,0.598156,-0.086164
"X",-0.272081,-0.432851,1.343921,-0.931930,-0.118048
"M",-0.021518,-1.243288,-0.390794,-2.442868,0.450954
"R",-0.660026,-0.391442,-0.438740,-0.429247,-1.205097
"Y",-2.249950,1.438614,-1.297073,-0.559053,-0.001588
"I",-1.869096,0.199923,1.590622,-1.052133,0.917836
"T",1.453827,-0.333976,-0.516895,0.478136,-0.914711
"F",-0.475638,1.895298,0.499734,0.771657,0.717762
"R",1.073464,-1.662049,1.083058,-1.666807,0.238759
"Z",2.208325,1.415679,1.002249,0.183078,-0.831853
"K",0.171348,-0.118063,1.127688,-0.050859,0.439157
"R",0.653859,-0.999889,0.616287,-1.332276,-0.406453
"E",-0.063462,-0.094166,1.523863,3.553844,0.022215
"Y",1.612176,1.231483,0.793053,-0.986725,-0.246823
"M",1.037450,-0.245754,-2.531570,-0.095193,2.204713
"G",1.785913,-0.433484,0.036892,0.008780,-0.089157
"X",-0.224752,0.104965,1.260675,-0.443904,0.393767
"Z",-0.003988,-0.200409,2.053855,1.240118,-0.832094
"T",-0.804597,1.407512,0.367558,0.354948,0.642868
"A",-0.738578,-1.718046,-0.221124,-1.389512,0.864404
"A",-0.921894,-1.409093,-0.329161,-1.484687,0.518038
"P",-0.444586,0.129234,0.693780,-1.968396,-0.591415
"H",-0.391484,-0.339245,-2.264148,0.217563,1.269744
"T",1.252672,-0.061716,-0.180459,1.287459,-0.975440
"M",1.867430,-0.361799,-0.330540,-1.552815,0.468700
"K",1.096815,-1.019304,-0.673732,0.165748,-0.850579
"T",-2.075081,1.380651,-0.160130,-0.368151,-0.023743
"J",-0.627161,-0.037675,0.773328,-1.164000,0.585376
"I",-0.698151,-0.399452,1.978968,-0.859667,1.370901
"J",-1.413541,-0.887768,1.335924,-1.431371,0.565491
"C",-0.147415,1.446094,0.772380,0.234624,0.646648
"Y",-1.161045,2.329462,0.956091,-0.500294,-0.679283
"L",1.558321,-0.997976,0.655002,0.185385,1.647423
"B",-1.069135,-0.231521,0.328083,-0.961564,-0.829823
"P",1.045201,0.712332,0.579681,-1.484551,-0.656670
"Q",0.723358,-0.667189,-0.539380,0.444847,-0.450389
"D",-0.066707,-0.510302,-0.305681,-0.958044,-1.250955
"E",0.375966,-0.919606,0.817665,-0.231805,-0.127593
"D",0.514960,-0.119130,0.158900,0.105945,-0.721631
"P",1.715754,-0.672536,-0.572382,0.792571,-0.658367
"O",0.063366,-0.305754,-0.823629,0.167933,0.151187
"H",0.193648,0.005143,-0.080390,-0.204894,-0.653537
"N",1.806882,-0.380213,0.196723,-2.847864,-0.734173
"A",-0.472303,-1.659632,0.099659,-1.526980,0.220097
"T",0.509986,-0.076068,-0.447099,1.446148,-0.689304
"C",-1.809110,-0.278104,-0.306536,1.391256,0.239828
"L",-1.639834,-1.328750,0.917203,-0.108553,-0.103327
"P",-0.593248,1.509403,0.258241,-0.964226,-1.221140
"P",0.349734,1.478656,0.105221,-0.493008,-0.707032
"J",-0.619411,-1.918205,0.302964,-0.467038,3.494410
"D",-1.077133,-0.183053,-0.123741,-0.400127,-1.457692
"I",-2.152017,-0.269902,0.778464,-0.083626,-0.512230
"H",-1.042980,-0.213885,0.185694,-0.950969,0.166922
"T",1.883775,1.846675,1.408176,-0.468259,-0.728237
"Y",0.613928,2.437884,1.166714,0.447544,0.672445
"C",-0.719302,0.034380,0.476479,1.131293,1.371068
"S",0.328540,-0.381892,-0.347133,0.373391,-1.929456
"L",0.002583,-0.977056,-0.329993,1.516693,0.104462
"N",-0.612552,0.535152,-0.713055,-0.860044,-0.931385
"G",0.107547,-0.049066,-0.140976,1.131256,0.619650
"Q",2.112821,-0.213059,-1.031280,0.808915,-0.243529
"I",-1.494556,-0.216315,0.026266,-0.059208,0.847410
"V",-0.064003,1.280536,-0.735843,0.288008,0.499419
"R",0.301708,-1.075418,0.498791,-0.389340,-0.129371
"N",-1.378920,-0.341614,-0.008257,-2.263567,-0.520608
"C",1.093574,-0.243865,-0.094728,1.073646,0.176292
"T",0.034592,0.275386,-0.285518,1.114890,-0.552747
"R",0.347497,-1.386854,0.405514,-0.572180,0.457112
"Z",-0.250823,-0.408960,2.458029,1.767026,-1.255385
"B",-1.101415,-0.449106,-0.393402,-0.046586,-1.484143
"T",-1.325831,1.465105,0.066225,0.351152,-0.535863
"R",-2.052403,-0.783027,-0.905583,-0.078852,-0.917131
"J",-1.366719,-0.499672,1.123367,-1.131959,1.916350
"M",0.654685,-0.313178,-2.438131,0.032488,1.907092
"X",1.633151,1.619331,1.295164,0.619562,1.346846
"S",0.657382,-1.465593,1.310873,0.116251,0.334411
"S",-0.517978,-0.690276,0.677684,1.214766,-1.924251
"G",-1.591370,-1.294475,-0.233234,0.600620,-0.855867
"B",1.739070,-1.157042,0.507656,0.116263,0.915817
"M",-1.554533,-0.612647,-2.633071,-0.846699,0.920901
"S",-0.539955,-0.690963,0.793253,2.140341,-1.502138
"M",-0.241599,-0.446144,-2.363857,-0.450589,1.718336
"L",-0.983942,-1.038017,1.663160,0.378363,0.170421
"G",-0.513171,-0.450547,-0.278021,0.945115,-0.182671
